curpcliente,nombrecliente,paternocliente,maternocliente,fechanacimiento,estado,ciudad,colonia,calle,numero,codigopostal
EQDY989834NYSEHR03,Ruprecht,Offord,Grice,2004-02-27,Baja California Sur,Atolinga,Atolinga,Sage,91364,49855
NRFB504362YALVVN97,Bridgette,Mucklow,Durden,1999-09-19,Tabasco,Tanhuato,Tanhuato de Guerrero,Carpenter,60,15456
QXHX742198NJSIAW26,Benedikta,Iveagh,Beven,1998-02-18,Durango,Tamalin,Tamalin,Judy,176,67853
XSYP181318MVLRID70,Bertram,Slegg,Liccardi,1998-09-24,Chihuahua,Tenabo,Tenabo,Eagan,91671,72942
MXWK252063BKTMRC37,Parry,Dankersley,Antonomoli,1992-08-04,Ciudad de México,Lerdo de Tejada,Lerdo de Tejada,Burning Wood,685,13181
IEJW008667SKRHIJ00,Seumas,Downton,Haylock,1994-08-27,Guerrero,Tetiz,Tetiz,Portage,176,04464
FBBO125834RJLEGG84,Fredrika,Harcombe,Rex,1990-12-31,Yucatan,Santa Catarina,Santa Catarina,Russell,9359,33938
HTMN411425WDBXXI94,Daisi,Echelle,Ashfield,2005-06-21,Coahuila de Zaragoza,Degollado,Degollado,Stone Corner,5529,97311
UFYX907248KCKIPM75,Damiano,Qualtro,Nimmo,1975-12-18,Guanajuato,Coyotepec,San Vicente Coyotepec,Nova,349,02584
CBVU445593XGSUPH28,Guinna,Willison,Danilchev,1982-09-25,Oaxaca,Sanahcat,Sanahcat,Bluestem,084,96735
UGOY157902RXXYAE19,Wilow,Bourtoumieux,Bonsale,1990-08-08,Coahuila de Zaragoza,San Miguel Soyaltepec,Temascal,Havey,93777,25920
CVNQ202769IPHQOP10,Quintana,McAlees,Hartil,1993-11-24,México,San Salvador el Seco,San Salvador el Seco,Union,26132,08177
RVIM137917PYDPEG22,Aland,Kilcoyne,Coolahan,1985-04-12,Jalisco,Cansahcab,Cansahcab,Bartillon,84,08218
YTQE861189UKRRNY78,Brande,Kitchingham,Delleschi,1985-01-14,Baja California,San Diego de la Union,San Diego de la Union,Maryland,9,56233
OFVC296652BPCSIT90,Ilysa,Cops,Bentley,2003-01-27,Baja California,Santa Elena,Santa Elena,Hooker,73,41966
PKQT389605NIWYDG35,Gianna,Duester,Elliott,2005-06-18,Oaxaca,Tetepango,Tetepango,Summerview,748,12295
NCIP539401PIFSUV70,Zola,Rignoldes,Wiltsher,1982-11-03,Aguascalientes,Mascota,Mascota,Continental,7,04526
XEKO087755DWUQCR25,Analiese,Larway,Falcus,1976-09-20,Chihuahua,Azcapotzalco,,Iowa,05,13111
CEXQ527954NEDUHU22,Agneta,Bidmead,Plunket,1965-10-31,Durango,Xalapa,Xalapa-Enriquez,Haas,601,61215
NNWI090478CVCNGG52,Jennee,Tabram,Warkup,1986-12-05,Sonora,Huehuetla,Huehuetla,Straubel,47,97112
FFXP674798SNVNJZ72,Shermy,Sharland,Paeckmeyer,1978-05-05,México,Santa Maria de la Paz,Santa Maria de la Paz,North,9,23930
DSQB471259NVETLK58,Warde,Scrowby,Pedgrift,1972-07-10,Tlaxcala,Villa Gonzalez Ortega,Villa Gonzalez Ortega,Manley,7,35486
OFFU612187GABBTN51,Beatrisa,Fido,Beeze,1984-06-21,Campeche,Peto,Peto,Butterfield,60663,99646
LZHO105740EDUJEJ21,Daveta,Archanbault,Paterno,1979-04-28,México,Tingambato,Tingambato,Village,2,02129
ZHSN648958ROLSYG06,Elihu,Bennie,Glasscoo,1970-06-05,Morelos,Tenejapa,Tenejapa,Sachs,0,45813
MHQZ252955AJTLQB35,Lorettalorna,Cashman,Vigneron,1984-08-25,Chihuahua,San Martin Hidalgo,San Martin Hidalgo,Bowman,776,51772
QILE647790MVCUWD04,Romain,Easey,Radborn,2005-01-15,Puebla,Catazaja,Catazaja,Arapahoe,441,02535
PITT253139WGPYCZ49,Virgilio,McGall,Fish,1991-10-09,Oaxaca,Progreso,Progreso,Petterle,94,43762
GWNN821801XUURKP03,Federica,Ormesher,Bullers,1970-09-01,Tlaxcala,Coahuayutla de Jose Maria Izazaga,Coahuayutla de Guerrero,Fairview,41,87299
JWXQ109171QFCEOU99,Lanna,Milan,Glader,1974-09-13,Puebla,San Marcial Ozolotepec,San Marcial Ozolotepec,Eastwood,8398,31893
FPKO180432ZYPAMN18,Kassandra,Colegrove,Clarkson,1970-01-07,Nuevo Leon,Tenosique,Tenosique de Pino Suarez,Fordem,0,30268
ZFLS920962JZPFZM88,Carolynn,Baraja,Bellino,1974-11-04,Tabasco,Santa Cruz Nundaco,Santa Cruz Nundaco,Maple Wood,5,31024
GCCN740365UXQLCC11,Willetta,Dudney,Butterfield,1998-03-28,Michoacán,Ixtapa,Ixtapa,Bowman,5203,30738
TNFC851000GDDWGM37,Aloysius,Wivell,Anfosso,1972-03-09,Michoacán,San Jorge Nuchita,San Jorge Nuchita,Westridge,14,64608
TBRZ041351ACGIXA03,Maurizio,Sketchley,Shevlan,1996-04-29,Campeche,Apulco,Apulco,Pepper Wood,0145,32340
PJDR647159VMLGAE15,Arda,Growcott,Bartali,1977-01-09,Chiapas,Yaxkukul,Yaxkukul,Kropf,33,51649
JPZT569951WAFTFN98,Marlin,De Mitri,Bullant,1995-06-10,Chihuahua,Tizapan el Alto,Tizapan el Alto,Sage,1332,90813
BLEK220685HZDZAQ02,Seana,Tellesson,Pate,1986-01-23,Aguascalientes,Tancoco,Tancoco,Pepper Wood,82,04592
UZEC551399XMFKWC93,Denver,Bayldon,Piolli,1965-01-15,Baja California,Huiloapan de Cuauhtemoc,Huiloapan de Cuauhtemoc,8th,1396,51928
NTRZ748259BGAZUM05,Kaila,Gai,Asplen,1994-09-04,Chiapas,Coatzingo,Coatzingo,Melody,7,00897
JCEI225149QUZJFC70,Nichols,Ruby,McJerrow,1989-05-09,Morelos,Huatlatlauca,Huatlatlauca,Sachs,35251,51657
