curpgerente,idsucursal,nombregerente,paternogerente,maternogerente,fechanacimiento,estado,ciudad,colonia,calle,numero,codigopostal
XZVI723443CUPNFU07,S-00011,Jobyna,Darragh,Ferraro,1995-04-12,Coahuila de Zaragoza,Lamadrid,Lamadrid,Coolidge,289,64106
TTBB333438RDPCCH85,S-00011,Dale,Ashness,Bauer,1997-01-08,Coahuila de Zaragoza,Lamadrid,Lamadrid,Farragut,845,40907
RMUN782557UPDCEL31,S-00002,Konstance,Haines,MacGown,1971-04-07,Aguascalientes,Palo Alto,Palo Alto,Milwaukee,648,37319
LHQU572659LJEZIW80,S-00014,Skelly,Grishukov,Pavlata,1997-02-25,Tamaulipas,Ciudad Rio Bravo,Ciudad Rio Bravo,Dahle,520,62144
GRDH849626VVZFRD91,S-00009,Donni,Augur,Hanster,1994-04-25,Chihuahua,Juan Aldama,Juan Aldama,High Crossing,048,09332
ZXYK967890HDVATZ99,S-00002,Virgina,Johanning,McAteer,1986-09-19,Aguascalientes,Palo Alto,Palo Alto,Bartillon,889,03620
KPHP633995GBJLXL76,S-00011,Darrelle,Pietri,Dawbury,1996-11-11,Coahuila de Zaragoza,Lamadrid,Lamadrid,Bultman,901,52956
TOWK179721ZKFWXH15,S-00010,Gretna,Fernely,Mosconi,1981-06-20,Guerrero,Copala,Copala,Fulton,217,41163
SHMQ167579UHXKEB08,S-00004,Meris,Crosetto,Webborn,1978-02-16,Puebla,San Pablo de las Tunas,San Pablo de las Tunas,Golden Leaf,675,57642
OOFR977384JJGDPX40,S-00002,Suki,Bartolini,Raigatt,1984-06-27,Aguascalientes,Palo Alto,Palo Alto,3rd,646,17044
IASA073426TRFQUI44,S-00015,Leoline,Jamblin,Berkeley,1997-10-10,Hidalgo,Pachuca de Soto,Pachuca de Soto,Fuller,586,63391
OPBX049184TRPRMP70,S-00008,Nickie,Lippard,Leathers,1997-07-26,Oaxaca,El Espinal,El Espinal,Bayside,582,11971
MYXY374054YIODAE66,S-00001,Milicent,Baumadier,Talton,1973-07-07,Distrito Federal,N/A,Churubusco,Grayhawk,314,62430
AFZC317158UGZSBM14,S-00012,Frederigo,Brannan,Mayou,1994-04-13,Morelos,Cuernavaca,Cuernavaca,Pearson,718,09542
ZMRU248161IFTWPE09,S-00005,Abby,McAlees,Finnick,1997-07-08,Nuevo Leon,Pesqueria,Pesqueria,Sunfield,765,28196
MRGZ131237GHYQOB24,S-00001,Madelyn,Lindsey,Wycliff,1972-10-10,Distrito Federal,N/A,Churubusco,Walton,630,21904
VVUJ325082KDNLAC83,S-00009,Emmanuel,Di Pietro,Garoghan,1982-06-26,Chihuahua,Juan Aldama,Juan Aldama,Debs,468,99358
DGGR292281AQYJZB76,S-00003,Anselm,Poston,Arunowicz,1997-01-06,Queretaro,Peñamiller,Peñamiller,Sheridan,345,07540
UEWO205084CKRUQC82,S-00010,Ware,Finnie,Dufaire,1987-11-15,Guerrero,Copala,Copala,Brentwood,893,85903
DYUU256561BIGXHS62,S-00012,Almeta,Henrot,Kimbley,1992-06-28,Morelos,Cuernavaca,Cuernavaca,Dahle,984,61974
QBGJ204824HAHGOO37,S-00013,Evaleen,Bakeup,Reims,1990-09-10,Campeche,Champoton,Champoton,Larry,169,56548
FCIW125089HQXRZH73,S-00007,Gena,Jozsef,Whitta,1976-09-29,Mexico,Naucalpan de Juarez,Naucalpan de Juarez,Victoria,239,54129
LHAA526869WJZMUC12,S-00002,Theresita,Spata,Kennon,1972-11-25,Aguascalientes,Palo Alto,Palo Alto,Hudson,990,18743
VSKT411852MWYWZH55,S-00006,Ettie,Glowacz,Norker,1978-04-28,Baja California,Tijuana,Tijuana,Bluestem,989,83434
CMOD137401BNODMV32,S-00007,Elspeth,Garrand,Rathe,1981-02-03,Mexico,Naucalpan de Juarez,Naucalpan de Juarez,Vera,015,35750
DUGL904462VJCHDQ00,S-00005,Dyane,Bewsy,Samudio,1995-09-18,Nuevo Leon,Pesqueria,Pesqueria,Laurel,391,99262
PUMC049570KJNDPT75,S-00013,Betteanne,Senecaut,Brickhill,1989-05-31,Campeche,Champoton,Champoton,Grim,057,02414
BUML642887DNEUUL82,S-00006,Bonnie,Kilfether,Woodford,1985-10-26,Baja California,Tijuana,Tijuana,Pennsylvania,744,90015
TDVB531243XCNHUW85,S-00013,Adrianne,Tudball,Keepin,1991-10-25,Campeche,Champoton,Champoton,Bunker Hill,067,27372
PYFA869289CYSZVA96,S-00005,Celestyna,Bercevelo,Waslin,1990-06-28,Nuevo Leon,Pesqueria,Pesqueria,Sage,326,33383
VJDR884799CNHFEM67,S-00001,Andree,Giacomoni,Harfleet,1983-10-18,Distrito Federal,N/A,Churubusco,Fordem,408,60590
WKJZ907534AOTWZE98,S-00004,Morie,Leppington,Brakewell,1987-07-21,Puebla,San Pablo de las Tunas,San Pablo de las Tunas,Victoria,175,23875
EUSN128144KFJOAL79,S-00010,Agnese,Curman,Furmenger,1979-03-01,Guerrero,Copala,Copala,Waxwing,724,34779
JUUK328130ICBOOD41,S-00011,Forbes,Barff,Rockell,1994-01-02,Coahuila de Zaragoza,Lamadrid,Lamadrid,Bunker Hill,057,04613
XUZU634326DRWXGA55,S-00002,Tibold,Richter,Higbin,1999-08-18,Aguascalientes,Palo Alto,Palo Alto,Garrison,650,14535
UKHB186785GPELMC56,S-00009,Cheri,Pardal,Siebart,1973-04-11,Chihuahua,Juan Aldama,Juan Aldama,Warbler,903,24500
HZVG675044TOWILH32,S-00013,Saul,Bakey,Brewett,1982-02-03,Campeche,Champoton,Champoton,Russell,464,72039
UCFX227864IWEOQV36,S-00004,Brendan,Commins,Aldus,1985-05-06,Puebla,San Pablo de las Tunas,San Pablo de las Tunas,Troy,719,02190
FXBJ115589DHMQRV62,S-00001,Andi,Palatini,Filson,1993-06-07,Distrito Federal,N/A,Churubusco,Buell,555,51150
TEQD445694FDGVKR58,S-00008,Cully,Gimert,Fiander,1991-02-09,Oaxaca,El Espinal,El Espinal,Pine View,545,57915
RXGX140775LTJXLA19,S-00015,Bil,Rollings,Fawthrop,1984-10-19,Hidalgo,Pachuca de Soto,Pachuca de Soto,Everett,399,96293
FQRW765211VERMOJ94,S-00014,Tamarra,Bryning,Leele,1997-06-15,Tamaulipas,Ciudad Rio Bravo,Ciudad Rio Bravo,Lakewood Gardens,339,41485
QMEP161916ZODZMS21,S-00004,Vanya,Waterfield,Ratie,2000-03-01,Puebla,San Pablo de las Tunas,San Pablo de las Tunas,Red Cloud,881,36300
EUMX985361GCIYIA55,S-00003,Billye,Kilsby,Simenot,1988-04-13,Queretaro,Peñamiller,Peñamiller,International,030,72152
FJCN092291ODUMWB44,S-00013,Giorgio,Dugald,Vurley,1973-07-17,Campeche,Champoton,Champoton,Ridgeway,215,17618
MEPZ434347NKTLTP07,S-00010,Clifford,Jemmison,Tranmer,1983-12-02,Guerrero,Copala,Copala,Troy,638,64187
DHBY412030VRFYEK89,S-00014,Lynnet,Lenz,Stefi,1984-12-16,Tamaulipas,Ciudad Rio Bravo,Ciudad Rio Bravo,Dwight,650,66190
BVGG659303PTLGQN08,S-00006,Dennie,Walpole,Rottger,1974-03-26,Baja California,Tijuana,Tijuana,Center,694,81775
ZOXD043884JCWRTX18,S-00010,Jaine,McKellar,Siemons,1984-01-15,Guerrero,Copala,Copala,Thompson,125,61705
ILCY331221VKNCWZ87,S-00001,Jayme,Greasty,Godsmark,1990-03-11,Distrito Federal,N/A,Churubusco,Debs,442,97688
NQHA871870SCCWEV56,S-00008,Nomi,Vinck,Sarney,1996-12-19,Oaxaca,El Espinal,El Espinal,Hagan,462,84308
BVKG572944NILXQF31,S-00013,Dayle,Wilkie,Guerrieri,1976-11-29,Campeche,Champoton,Champoton,Bartelt,833,70687
DIYN197279YDEZCN87,S-00008,Laverna,Semeradova,Duval,1995-08-11,Oaxaca,El Espinal,El Espinal,Lakewood Gardens,102,82032
JOLJ309081SHTUAB35,S-00003,Luke,Sybe,Liddel,1980-01-27,Queretaro,Peñamiller,Peñamiller,Upham,196,00116
WRVO017640QJEEVM98,S-00002,Kipper,Knapton,Fireman,1994-10-12,Aguascalientes,Palo Alto,Palo Alto,Independence,717,82821
IHBU118481CAQCYO04,S-00002,Petronia,Sygrove,Shear,1971-07-08,Aguascalientes,Palo Alto,Palo Alto,David,118,68984
XOSF277868YKFYKB22,S-00012,Marjory,Yakovl,Maciaszczyk,1998-11-13,Morelos,Cuernavaca,Cuernavaca,Jenna,303,12367
ISAR415584IUVIOB13,S-00005,Art,Ibbitt,Koopman,1976-09-12,Nuevo Leon,Pesqueria,Pesqueria,Badeau,519,31312
CNZK939082RXNXVY16,S-00014,Shalna,Combe,Erridge,1997-10-26,Tamaulipas,Ciudad Rio Bravo,Ciudad Rio Bravo,Victoria,814,60693
XZYP792098DGCGZD87,S-00010,Bobbi,Wheldon,Agus,1990-04-09,Guerrero,Copala,Copala,Lyons,869,86521
XXTD422903QUSQGC74,S-00008,Franciskus,Mochan,Ringsell,1988-02-07,Oaxaca,El Espinal,El Espinal,Esch,160,62059
PUQU290826IZNYIC93,S-00003,Corbett,Housam,Brolechan,1987-06-13,Queretaro,Peñamiller,Peñamiller,Village,774,89411
HMKA097129SIJSUC98,S-00006,Elke,Chalk,Defrain,1977-10-08,Baja California,Tijuana,Tijuana,Garrison,797,91751
HHEO746758ASKLVQ66,S-00002,Olivette,Helder,Topes,1974-11-07,Aguascalientes,Palo Alto,Palo Alto,Fairview,331,27167
XTQB191300XAENJW41,S-00010,Peria,Anney,Darington,1993-10-23,Guerrero,Copala,Copala,Northridge,677,80785
WNDT297294HVNLWR28,S-00013,Karisa,Marciek,Kellett,1995-04-12,Campeche,Champoton,Champoton,Ruskin,797,05183
TYQG984556LIBEKK17,S-00013,Zacharia,Bromont,Antham,1979-04-13,Campeche,Champoton,Champoton,Springview,192,95002
LLIG946161AIIKJQ48,S-00005,Darleen,Hawford,Gollin,1989-11-08,Nuevo Leon,Pesqueria,Pesqueria,Hollow Ridge,092,51016
HIOA042031KHQASZ95,S-00010,Ira,January 1st,Cast,1993-09-06,Guerrero,Copala,Copala,Maywood,854,37184
ZFRS865678EDXNMD32,S-00008,Chiquia,Lafuente,Milsap,1975-12-22,Oaxaca,El Espinal,El Espinal,Garrison,494,87703
